Sentence,start_time,end_time,wav_file,emotion,val,act,dom
"There is nothing to it; we come down here, the fish arrive, they flop around, they do their fish thing.  We go ooh, ah, look at the fish and we go home.",368.63,370.8,Ses01F_script02_2_F036,sad,2.5,2.5,1.5
"For God- Grow up, Augie.  The fish are not going to arrive.",376.6511,384.03,Ses01F_script02_2_F037,sur,2,3.5,3
Why not?,385.3,388.75,Ses01F_script02_2_F038,sur,2.5,3.5,2.5
Because they never do.  Have they...Have they ever?,389.7462,393.47,Ses01F_script02_2_F039,xxx,2,3.5,2.5
We've missed them twice.,394.9704,404.96,Ses01F_script02_2_F040,sad,2,1.5,2
Twice is every time we have tried  that's ever.,413.75,419.3655,Ses01F_script02_2_F041,neu,3,1.5,2.5
They'll show up this time.,428.83,435.06,Ses01F_script02_2_F042,hap,4,2,2
No they won't.  It's like waiting for Santa Claus.,438.98,442.815,Ses01F_script02_2_F043,hap,4,3,2.5
I feel like my whole life is going to be spent standing on this beach with my eyes wide open and my hands clasped expectantly waiting for fish to show up.  And the fish never show up.,444.2349,446.37,Ses01F_script02_2_F044,hap,4,2.5,2
I thought you wanted to see it.,455.5669,460.16,Ses01F_script02_2_F045,hap,3.5,1.5,1.5
You don't understand anything I am saying.,463.6525,466.1765,Ses01F_script02_2_F046,sad,3,1.5,2
No. Of course not.,473.6101,476.5559,Ses01F_script02_2_F047,neu,3.5,2.5,2
"I did want to see it, I still do, I always do.  I just...",3.17,6.2675,Ses01F_script02_2_M000,exc,4.5,3.5,2.5
"I feel like I'm always just standing here waiting.  I feel like this night is going to be the night, but it never is.",7.78,10.22,Ses01F_script02_2_M001,exc,4.5,2.5,2
"It's just fish, it's nothing to get traumatized over.",10.99,13.4131,Ses01F_script02_2_M002,neu,3.5,2.5,2
"For God's sake, this is not about fish.",16.41,22.26,Ses01F_script02_2_M003,xxx,3.5,2.5,3
Okay.  I'm trying to work this backwards and pinpoint the exact moment where we took a turn for the worst here.,28.94,31.66,Ses01F_script02_2_M004,fru,2.5,3.5,3
"Okay.  So you were fine during that phone call from Marge and then dinner was okay.  And doing the dishes was fine and then I was going to take a shower and you're watching the news and you said the grunions are running tonight, do you want to go?  And I said, sure great, let's go.",42.7835,45.9825,Ses01F_script02_2_M005,xxx,3,2.5,2
"Okay.  So I am putting out the pets, getting the car out of the garage.",49.2,56.09,Ses01F_script02_2_M006,neu,3,2,1.5
Do you remember the first year we came here?  It was like four years after we got married.,61.28,63.57,Ses01F_script02_2_M007,fru,3,3,1.5
"We thought I was pregnant, we got a bottle of champagne, we had no glasses.  We took off our shoes and you asked me to dance.",68.34,77.88,Ses01F_script02_2_M008,fru,2.5,3.5,3
"You whispered the sweetest, most intimate things to me right into my ear so I could feel them as much as hear them.  And I remember thinking, this is it.  You know, finally, I am as happy as I'm supposed to be.",81.15,82.7975,Ses01F_script02_2_M009,fru,2.5,3.5,3
"Wait a minute, I got it.",86.15,88.43,Ses01F_script02_2_M010,fru,2.5,2.5,3
"Drinking champagne from the bottle,",91.5046,94.8877,Ses01F_script02_2_M011,fru,3,3,2.5
"It's when we were driving past that Knickerbocker Liquor Locker, you said, let's get some champagne.  I said no, time's a wasting or something like that.",110.85,113.94,Ses01F_script02_2_M012,xxx,2.5,3,3
dancing barefoot in the sand.,115.03,117.2346,Ses01F_script02_2_M013,fru,2.5,3.5,2.5
"That's what it is?  Right?  You want this to be like the other time, right?",133.66,136.7425,Ses01F_script02_2_M014,fru,2.5,2.5,2
I'd rather not remember some things.  I'd rather not hope for some things.,138.62,144.145,Ses01F_script02_2_M015,fru,2.5,2.5,2
Sure.  All right.  Okay.,144.165,159.8,Ses01F_script02_2_M016,neu,2.5,2.5,2.5
"Listen, do you want to dance?",159.8775,165.37,Ses01F_script02_2_M017,neu,2.5,2.5,2.5
No.,203.59,206.9211,Ses01F_script02_2_M018,xxx,3,2.5,3
Do you want me to go get some champagne?,211.34,221.895,Ses01F_script02_2_M019,neu,3,3,2.5
No.,221.9724,227.68,Ses01F_script02_2_M020,fru,2.5,2.5,2
Do you want to take off your shoes?,232.88,237.9673,Ses01F_script02_2_M021,neu,3,2.5,1.5
"No, no. Nothing.",238.0133,243.3756,Ses01F_script02_2_M022,neu,3.5,2.5,1.5
Then what?,244.92,247.88,Ses01F_script02_2_M023,neu,3.5,2.5,2
Do you want to get married again?,249.09,250.92,Ses01F_script02_2_M024,hap,4,2.5,2
No.,251.89,253.4098,Ses01F_script02_2_M025,xxx,2.5,3,2
What?  What?  Do you want a divorce?,256.83,260.8204,Ses01F_script02_2_M026,hap,3.5,2.5,1.5
A vacation?,261.75,266.7811,Ses01F_script02_2_M027,oth,2.5,2.5,1.5
No.,267.0343,269.5888,Ses01F_script02_2_M028,xxx,2.5,3,2.5
Like a new carpet?  A poodle?  A back rub?  Ice cream?  A suicide pact?  What do you want?  What the hell do you want?,270.9007,279.64,Ses01F_script02_2_M029,xxx,2.5,3,3
I just want something to turn out like I expected it to.,282.08,294.3,Ses01F_script02_2_M030,xxx,2.5,3.5,4
"Well welcome to the human race, huh?  Do you think I had some grand fantasy going that four years down the line we would come to this beach and be arguing over fish?  No.",294.33,309.03,Ses01F_script02_2_M031,fru,1.5,3.5,4
[BREATHING],309.085,311.7279,Ses01F_script02_2_M032,fru,1.5,4,4
"No I'm just like you.  I thought it was going to be all roses and peaches and the bills would just pay themselves.  And we'll have three, fat rosy cheeked children.  Huh, baby, the joke's on us.  Because you know what you get?",316.85,319.875,Ses01F_script02_2_M033,neu,2.5,1.5,2.5
Do you know what you get?  You get this.,324.41,326.34,Ses01F_script02_2_M034,xxx,2,1.5,2
This? What is this?  This is nothing.  This isn't even anything.,331.61,335.1425,Ses01F_script02_2_M035,fru,2,1.5,2
Yes it is.,337.3198,339.8275,Ses01F_script02_2_M036,fru,1.5,3.5,2
Sure.  This is standing on the beach waiting.  This is fighting.,366.2026,369.0947,Ses01F_script02_2_M037,sad,2,2,1
Right,373.51,377.1344,Ses01F_script02_2_M038,sad,2,2.5,2.5
"I mean this is a lot of things, but it's just...",384.0157,385.6925,Ses01F_script02_2_M039,sur,3,1.5,1.5
[BREATHING],406.01,412.79,Ses01F_script02_2_M040,neu,3,2.5,2.5
Do you understand what I am saying?,419.38,423.7152,Ses01F_script02_2_M041,fru,3.5,2.5,2.5
I'm doing the best I can.,425.4413,429.7,Ses01F_script02_2_M042,neu,4,2.5,2.5
"I know you are Augie, I know.",434.6255,436.0279,Ses01F_script02_2_M043,neu,4,2,2.5
"I know you meant this to be special, I know that you wanted it to be right, but I just can't help thinking that, I can't help wishing that I was somewhere else.",436.304,439.48,Ses01F_script02_2_M044,hap,4,2.5,2.5
"Maybe if you were with someone else, too.",442.36,444.56,Ses01F_script02_2_M045,xxx,2.5,2.5,2
I didn't say that.,445.99,447.8802,Ses01F_script02_2_M046,hap,4,2.5,1.5
I just- I know I don't make you happy.,449.3991,453.6338,Ses01F_script02_2_M047,neu,3,2.5,2
"Don't be ridiculous.  Anything that- anything I am doing, I'd rather be doing it with you.",465.47,472.47,Ses01F_script02_2_M048,neu,3.5,3,2.5
Yeah?,476.671,479.1565,Ses01F_script02_2_M049,hap,3.5,2.5,2.5
Yeah.  Don't you know that?,7.63,8.57,Ses01M_impro07_F000,neu,4,2,2.5
For Heaven's sake Augie.,13.95,21.12,Ses01M_impro07_F001,exc,4.5,4,3
"You're the one who probably wishes he was with somebody else.  Somebody who doesn't take things so seriously, who could enjoy herself.",23.88,25.25,Ses01M_impro07_F002,xxx,3.5,3,2
"You know, actually now that you mention it, no I don't.",27.06,29.81,Ses01M_impro07_F003,exc,3.5,3,3
"So maybe we are in the wrong spot, but we are with the right person.",30.31,33.08,Ses01M_impro07_F004,exc,4,3.5,3
"I don't know, it seemed like such a good spot to me.",33.72,37.27,Ses01M_impro07_F005,exc,4.5,4,3
"We have a great view of the moon from here, though, huh?",37.88,42.5825,Ses01M_impro07_F006,exc,3.5,3.5,3
"Hmm.  I noticed that, it's pretty. Big old white moon.",45.145,49.2825,Ses01M_impro07_F007,exc,3.5,2.5,3
[BREATHING],49.64,52.1,Ses01M_impro07_F008,exc,4,2.5,3
And look what I got here.,52.46,57.4562,Ses01M_impro07_F009,exc,4,2.5,3.5
"Augie, you bought refreshments.",58.78,60.21,Ses01M_impro07_F010,neu,3,2,2
It's not champagne.,60.81,66.77,Ses01M_impro07_F011,exc,3,2.5,2.5
I guess we don't need glasses.,68.64,72.35,Ses01M_impro07_F012,neu,4,3,2.5
[BREATHING],72.84,76.23,Ses01M_impro07_F013,exc,3.5,2.5,2.5
Do you want to go home?  Are you cold?,76.59,87.8575,Ses01M_impro07_F014,exc,4,3,3
I'm beginning to think this might be the right spot after all.,88.4125,92.41,Ses01M_impro07_F015,exc,4,2.5,2.5
"Augie, I'm sorry.",95.26,101.5,Ses01M_impro07_F016,exc,4,3,2.5
"Shh.  If we're very quiet, the fish might come.",101.62,109.02,Ses01M_impro07_F017,xxx,3.5,2.5,3
Or not.,111.59,116.34,Ses01M_impro07_F018,exc,3.5,3,2.5
Or not.,116.5,119.025,Ses01M_impro07_F019,xxx,4,3,3
Check this out.  You know how I've told you I've been really into like softball recently?,121.15,125.25,Ses01M_impro07_F020,neu,3,2.5,2.5
Yeah.,125.31,132.5725,Ses01M_impro07_F021,exc,3.5,3,2.5
"Well, this is totally random, I got this full ride scholarship to go to U.S.C next year to play softball.",132.86,138.12,Ses01M_impro07_F022,exc,4,3.5,3.5
[LAUGHTER]. For softball? That's unbelievable. Is it slow pitch?,139.07,141.8,Ses01M_impro07_F023,exc,4,3,2.5
For softball.  They're going to pay me to go to school. Isn't that awesome?,141.99,144.485,Ses01M_impro07_F024,exc,3.5,3,2.5
"Yeah.  Well, I don't--well yeah I can pitch, I'm not like the pitcher though. I'm like the pinch hitter guy I mostly just hit.  But I guess I'm going to have to... Yeah, and then I play shortstop too but... It's so ex- The good news is I get to stay here.",144.66,148.265,Ses01M_impro07_F025,exc,4,3.5,2.5
Uh huh.,149.71,154.92,Ses01M_impro07_F026,exc,4,4,3.5
Pinch hitting softball.,156.18,167.8,Ses01M_impro07_F027,exc,4.5,4,3
That is incredible.,171.73,174.2,Ses01M_impro07_F028,xxx,3,2.5,2.5
That's amazing. They pay for everything?,174.93,180.91,Ses01M_impro07_F029,xxx,3,3,2.5
"I know. For softball, yeah.",183.02,184.72,Ses01M_impro07_F030,xxx,3.5,2.5,2.5
"Your housing, books, everything? That is incredible.",185.4225,188.8425,Ses01M_impro07_F031,xxx,3,2.5,3
"Yeah, everything. Every like- free ride and I get to, you know, like be on like a Trojans sports team too. And it's like cool. Isn't it awesome?",191.05,192.2475,Ses01M_impro07_F032,xxx,3,2.5,2
That is incredible. Do you get like a per diem?,192.7,195.05,Ses01M_impro07_F033,hap,3,3,3
"I don't know. I should ask. Yeah, I will.",195.17,205.4775,Ses01M_impro07_F034,hap,4,3.5,3.5
You should...You should look into that.,2.6812,7.98,Ses01M_impro07_M000,exc,4,4,3
"That is amazing, congratulations. Good for you.",8.22,14.75,Ses01M_impro07_M001,exc,4,3,3
Thank you.,15.54,20.67,Ses01M_impro07_M002,exc,5,3.5,4
But I don't know I want to live in the housing that they give me though 'cause I think I want to you know like get like a nicer place.,20.92,34.38,Ses01M_impro07_M003,exc,4,4,3
Oh.,34.76,38.66,Ses01M_impro07_M004,exc,4.5,3.5,2.5
"Yeah, that you probably. You should see one of these Victorian houses around by.",38.78,48.28,Ses01M_impro07_M005,exc,4,4,3
Where should I move?,48.73,52.86,Ses01M_impro07_M006,hap,4,3,2
"That's a really good idea. Or I could go to like Santa Monica. Go beach. Venice beach, yeah a little dirty though. I don't want to go to Venice beach. But - Malibu. All right.",54.63,56.31,Ses01M_impro07_M007,exc,4,4,2.5
Oh. Venice beach.,56.53,61.35,Ses01M_impro07_M008,exc,4,3,2.5
Mmhmm.,61.59,63.56,Ses01M_impro07_M009,exc,3,2.5,2.5
"Oh, you don't like that. You're west-sider?",66.3983,78.9,Ses01M_impro07_M010,exc,3.5,3,3
"Okay. That would be way too much of a commute you can't do that. Especially- I know especially from--I don't know, what I was going to say, I don't know.",80.6825,83.82,Ses01M_impro07_M011,hap,4,3,2.5
Professional softball player Malibu. [LAUGHTER],87.43,90.44,Ses01M_impro07_M012,xxx,3.5,2.5,2.5
From where? Huh? Well I'm from San Francisco.,90.92,102.61,Ses01M_impro07_M013,hap,3.5,2.5,2.5
I don't know. Commuting from what Malibu that would be ridiculous.,106.5475,112.35,Ses01M_impro07_M014,xxx,3,3,2.5
"Oh yeah, that would be.  Well, depends on what type of car you had, though too. I guess it would be worth it. helicopter. Yeah, helicopter.  There is a helipad there, right? Yeah, exactly.",115.61,125.3625,Ses01M_impro07_M015,xxx,3,3.5,3.5
Oh yeah. He'd drop you right off at practice?,127.52,131.39,Ses01M_impro07_M016,xxx,3.5,3.5,2.5
Do you--are you one of those like four a clock in the morning practices?  Is it--that's more like swimming and- --ballet and things like that.,131.95,134.62,Ses01M_impro07_M017,hap,4,3.5,2.5
Yeah. I think it's in the afternoon 'cause I mean can't be too early 'cause then you can't see the ball.,135.305,141.01,Ses01M_impro07_M018,exc,3.5,3.5,3
They have those neon--softballs.  They're like day-glow you can see them anywhere.,141.34,142.68,Ses01M_impro07_M019,hap,3.5,2.5,2.5
"Yeah, but no. Well, they have a night games but you know there's more like night games they're not like morning games, you know. I guess it's kind of same thing.",143.98,147.84,Ses01M_impro07_M020,neu,3.5,2.5,2.5
I'm surprised you don't know that.,147.91,150.1225,Ses01M_impro07_M021,sur,2.5,3,2.5
Oh. That is incredible. Is it--,150.7925,153.8,Ses01M_impro07_M022,sur,3,4,3.5
"do they have a--is it a co-ed softball team?  I mean... Really? You know, I didn't even know that they have that.",153.86,159.14,Ses01M_impro07_M023,xxx,2.5,4,3.5
No it's all boys. All boys' softball team.,165.1825,169.6425,Ses01M_impro07_M024,exc,4,3,3
They do it's--believe me it's huge.,169.7275,172.34,Ses01M_impro07_M025,xxx,3,2.5,2.5
Who do you play? Like do--are you like... nationally ranked?,172.46,175.3625,Ses01M_impro07_M026,neu,2.5,3,2.5
I just got into it. I just kind of fell into it. Literally I was walking around and...,177.26,178.75,Ses01M_impro07_M027,xxx,3,2.5,1.5
That is unbelievable.,179.94,185.3475,Ses01M_impro07_M028,xxx,3,2.5,2.5
It's pretty wild.,185.78,191.52,Ses01M_impro07_M029,xxx,3.5,3,2
I would put that right up there with--ping-pong.,192.22,194.25,Ses01M_impro07_M030,neu,3,2.5,1.5
"Yeah, well I doubt [GARBAGE] ping pong [GARBAGE]",194.77,196.02,Ses01M_impro07_M031,xxx,3,2,1.5
I mean not to denigrate what you are doing.  I think that's great.,196.38,199.86,Ses01M_impro07_M032,hap,4,3,2.5
Oh you mean it's not really sport that what you're saying?,204.81,206.6,Ses01M_impro07_M033,hap,3.5,2.5,1.5
"No, no.  I love softball. I played softball all the time.",5.53,7.7,Ses01F_script03_1_F000,fea,2,3.5,1
It's totally a sport. What are you talking about?,8.74,15.2,Ses01F_script03_1_F001,fea,2.5,3.5,2
"What, just 'cause I don't play regular baseball doesn't mean I'm like any less of like a sports guy.",17.2,22.71,Ses01F_script03_1_F002,fea,2.5,3.5,1
I am not saying you should be. I'm not no. I think it's great I think you should be incredibly proud yourself especially because you're going to U.S.C for free for doing it. For free.,24.47,27.44,Ses01F_script03_1_F003,xxx,4,2,2.5
For free that's really what it's about. I mean who cares I mean if I have to play softball all the time?,28.96,32.94,Ses01F_script03_1_F004,xxx,4,2.5,2.5
But they got to like drive around in a bus--that would suck.,41.17,47.64,Ses01F_script03_1_F005,hap,4,4,2.5
Oh really? With the whole team?,51.2835,53.8175,Ses01F_script03_1_F006,exc,4,3,2.5
Yeah we have like away games and stuff.,54.61,56.8,Ses01F_script03_1_F007,exc,4,3,2.5
What are your teammates like? I'm sure you don't know yet? What kind of people play softball?,63.41,67.4075,Ses01F_script03_1_F008,xxx,2.5,2,2
They're nice.,68.7,71.81,Ses01F_script03_1_F009,xxx,2.5,3,2.5
"Like, you know like police officers, like--kind of heavyset guys. Mustaches, yeah. It's that kind of-",74.65,77.18,Ses01F_script03_1_F010,hap,3.5,3.5,2.5
Oh really?,84.47,88.26,Ses01F_script03_1_F011,hap,4,3.5,2.5
Cool. You don't seem like you'd fit in there.,92.14,93.66,Ses01F_script03_1_F012,exc,3.5,2,2
That kind of...They're okay.  No I'm like- I'm kind of like the odd man out I'm like...,105.94,109.39,Ses01F_script03_1_F013,xxx,4,2.5,2.5
"Oh, cool.",112.4,118.38,Ses01F_script03_1_F014,xxx,4,2,2.5
But you know I'm like [GARBAGE].,120.08,122.43,Ses01F_script03_1_F015,xxx,4,2,2
You're like the rookie? The new kid.,126.1,128.9675,Ses01F_script03_1_F016,xxx,4,2,2.5
Yeah.,131.88,136.8,Ses01F_script03_1_F017,xxx,3,3,2
Just watch in five years you'll be like on the force. You carry around donuts in your back pocket... [LAUGHTER],139.94,142.69,Ses01F_script03_1_F018,xxx,2.5,3.5,2
I'm going to have a mustache...On the force...,149.95,153.08,Ses01F_script03_1_F019,xxx,4,2.5,2.5
Pull over..,165.1525,169.7325,Ses01F_script03_1_F020,hap,4,4,2.5
Good God.,174.8825,178.85,Ses01F_script03_1_F021,hap,4,3,3
Is it them?,194.85,204.01,Ses01F_script03_1_F022,hap,4,3.5,3
I wonder.,208.8925,211.42,Ses01F_script03_1_F023,xxx,3.5,2,2.5
Freda is the only one who knows we are here.  She wouldn't ring up.,215.28,220.35,Ses01F_script03_1_F024,exc,5,4.5,2.5
It must be them then.,221.12,226.87,Ses01F_script03_1_F025,xxx,4,3.5,2.5
It had to happen sooner or later.  What are we going to do?,228.37,231.07,Ses01F_script03_1_F026,xxx,3.5,2,2.5
[BREATHING],237.4,242.26,Ses01F_script03_1_F027,xxx,3.5,3.5,2.5
"We are okay, aren't we darling?",244.0875,248.07,Ses01F_script03_1_F028,xxx,3.5,2.5,2
"Now and always, sweet.",250.22,262.43,Ses01F_script03_1_F029,hap,4,4,2.5
I don't care then.,262.46,269.64,Ses01F_script03_1_F030,hap,4,3,2.5
It had to happen sooner or later.,275.91,279.99,Ses01F_script03_1_F031,xxx,3,3,2.5
"Hello?  Hello?  I'm sorry, what's that?",4.2888,6.18,Ses01F_script03_1_M000,fea,2.5,4,1
No.  Wrong number. [LAUGHTER],7.29,9.18,Ses01F_script03_1_M001,fea,2.5,3.5,1
[LAUGHTER] That sent shivers up my spine.,14.64,17.43,Ses01F_script03_1_M002,fea,2.5,3,1
What shall we do if they suddenly walk in on us.[LAUGHTER],19.8475,21.29,Ses01F_script03_1_M003,fea,2.5,3.5,1.5
We'll behave exquisitely.,22.16,24.95,Ses01F_script03_1_M004,xxx,2.5,3.5,1.5
With perfect poise.,26.86,29.52,Ses01F_script03_1_M005,exc,4,3,2
I think I shall do a curtsy.,33.92,39.31,Ses01F_script03_1_M006,xxx,3,3,1.5
"It's strange; things that ought to matter dreadfully, they just don't matter at all when one's happy.  Do they?",39.5,45.775,Ses01F_script03_1_M007,hap,4.5,3.5,2.5
Hmm.  The pity is that one can't stay happy.,46.72,51.9842,Ses01F_script03_1_M008,hap,4,3,2
"Darling, don't say that.",53.28,55.33,Ses01F_script03_1_M009,hap,4,2.5,2.5
It's true.  I think the whole thing's a cruel joke.,56.37,64.43,Ses01F_script03_1_M010,hap,4,3.5,2.5
What?  This beautiful and sacred thing - love?,66.84,69.29,Ses01F_script03_1_M011,xxx,3,2.5,2
Yes.  Meaning just that.,71,75.43,Ses01F_script03_1_M012,xxx,3.5,2.5,2.5
"Well what does it all mean?  That's what I ask myself in my quest for ultimate truth.  Dear God, what does it all mean?",76.32,86.518,Ses01F_script03_1_M013,hap,4,3.5,2.5
Don't laugh at me.  I'm being serious.,87.76,92.57,Ses01F_script03_1_M014,xxx,4,3,3
"Oh darling, you mustn't be serious.  It's just what they want.",93.23,100.16,Ses01F_script03_1_M015,xxx,3.5,3.5,2.5
Who's they?,100.195,106.55,Ses01F_script03_1_M016,xxx,3.5,3,2.5
"All of those futile moralists who make life unbearable.  You have to laugh at them, be flippant.",108.87,113.02,Ses01F_script03_1_M017,xxx,4,2.5,2
"You know, flippancy brings out the acid in their darned, light and sweetness.",118.0823,120.53,Ses01F_script03_1_M018,hap,4,3,2
"you know if I laugh at everything then I must laugh at us, too.",121.95,127.15,Ses01F_script03_1_M019,xxx,3.5,3,2.5
Oh of course.  We are figures of fun.  All right.,128.38,131.77,Ses01F_script03_1_M020,xxx,3.5,2.5,2.5
"How long with it last, this ludicrous overbearing love of ours?",136.5,140.4925,Ses01F_script03_1_M021,exc,4,3,2.5
Who knows?,142.24,150.92,Ses01F_script03_1_M022,xxx,3.5,3,2.5
Shall we always want to bicker and fight?,152.13,155.0425,Ses01F_script03_1_M023,xxx,3.5,2,2.5
Oh no.  That fire will fade along with our passion.,155.115,167.7,Ses01F_script03_1_M024,exc,4.5,3.5,3
"Oh dear, should we like that?",168.69,176.27,Ses01F_script03_1_M025,hap,4,3,2.5
Well it depends on how well we've played.,178.97,195.6,Ses01F_script03_1_M026,hap,4,3.5,2.5
What happens if one of us dies?  Does the other one still laugh?,204.59,210.7575,Ses01F_script03_1_M027,xxx,4,3.5,2
Yes.  Yes with all of his might.,211.03,215.83,Ses01F_script03_1_M028,xxx,3.5,3.5,2
"Well that's serious enough, isn't it?",216.6325,218.5225,Ses01F_script03_1_M029,xxx,3,3,2.5
"No, no, no, no. no.  Death is a very laughable thing.  It's a cunning little mystery, it's all done with mirrors.",219.22,221.82,Ses01F_script03_1_M030,dis,3,2,2
I think you are talking nonsense.,226.32,228.89,Ses01F_script03_1_M031,xxx,3.5,2,2
"Oh.  So is everyone, in the long run.",230.37,231.905,Ses01F_script03_1_M032,xxx,4,2,2
"Let's be superficial, and just pity those poor philosophers, huh?  Let's blow trumpets and squeakers and enjoy the party for as long as we can, you know, like small, idiotic school children.",232.1675,238.49,Ses01F_script03_1_M033,xxx,3.5,3,2.5
[LAUGHTER],241.6,245.87,Ses01F_script03_1_M034,hap,4,3.5,2.5
Oh Come and kiss me darling before your body rots and worms pop out of your eye sockets.,247.74,250.7,Ses01F_script03_1_M035,xxx,3.5,3,1.5
"Oh Elliott, worms don't pop.",256.85,262.0325,Ses01F_script03_1_M036,hap,4,4.5,2.5
"Oh See, I don't care what you do, see.  You can paint yourself green and run naked through the Place Vendome and run off with all of the men of the world.  I shan't say a word, just as long as you love me best.",262.3975,267.45,Ses01F_script03_1_M037,hap,4,2.5,2
"Aw.  Thank you, darling.  The same applies to you too, except that if you so much as look at another woman I'll kill you.",271.64,276.2,Ses01F_script03_1_M038,xxx,3,2.5,2.5
Do you remember that awful scene we had in Venice?,10.0955,12.68,Ses01M_impro06_F000,neu,3,2.5,2
Which particular one?,23.26,26.3875,Ses01M_impro06_F001,neu,3,2,2.5
The one where you put that tiny painted wooden snake in my bed.,39.43,41.75,Ses01M_impro06_F002,neu,3,2,2.5
"Oh Charles, that was his name.  He did wiggle so beautifully.",61.86,64.65,Ses01M_impro06_F003,sad,2.5,2,2.5
[GARBAGE],67.277,70.12,Ses01M_impro06_F004,sad,2.5,2,2
It was a terrible thing.  I hated it.,70.205,72.2704,Ses01M_impro06_F005,sad,2.5,2,3.5
I know you did.  You threw him out the window into the Grand Canal.  I'll never forgive you for that.,76.5016,79.03,Ses01M_impro06_F006,sad,3,2,2.5
How long did that row last?,87.2562,89.47,Ses01M_impro06_F007,neu,3,2,3
It went on intermittently for days.,94.62,96.52,Ses01M_impro06_F008,neu,2.5,2,2.5
Uh huh.,97.45,101.42,Ses01M_impro06_F009,neu,2.5,3,3
But the worst one was in Cannes when your curling irons burnt a hole in my new dressing gown.,101.5,105.8675,Ses01M_impro06_F010,neu,2.5,3,3
"Oh And it burnt my comb, too, and all of those towels in the bathroom.",107.02,108.56,Ses01M_impro06_F011,neu,2.5,2,2.5
"That was a rouser, wasn't it?",112.615,113.9775,Ses01M_impro06_F012,neu,2.5,2.5,2.5
[LAUGHTER] That was the first time you hit me.,117.85,120.8,Ses01M_impro06_F013,neu,2.5,3,3
I did not hit you very hard.,131.1825,132.555,Ses01M_impro06_F014,neu,3,2.5,2.5
"The manager came in, he found us rolling about the floor, biting and scratching like panthers. [LAUGHTER]  How utterly, utterly ridiculous.",143.9425,145.16,Ses01M_impro06_F015,neu,3,2.5,2.5
[LAUGHTER] I'll never forget his face. [LAUGHTER],145.94,147.78,Ses01M_impro06_F016,neu,3,2,2.5
[LAUGHTER] We were very much younger then.,148.265,150.71,Ses01M_impro06_F017,neu,2.5,3,3
[LAUGHTER] And very much sillier.,157.23,159.57,Ses01M_impro06_F018,neu,2.5,3,3
However I believe the real cause of that row was Peter Burden.,159.75,163.9425,Ses01M_impro06_F019,neu,3,2.5,3
Oh.  You knew there was nothing in that.,178.3706,181.43,Ses01M_impro06_F020,neu,2.5,2.5,3.5
You okay?,184.26,186.2647,Ses01M_impro06_F021,neu,2.5,2,2.5
"Yeah, I'm just-- yeah",188.97,190.92,Ses01M_impro06_F022,neu,2.5,2,2.5
"Just kind of feel numb, you know.",197.06,199.05,Ses01M_impro06_F023,neu,3,2,2.5
What's happened?,200.3676,203.16,Ses01M_impro06_F024,neu,3,2,3
You didn't even hear?,208.8826,210.7397,Ses01M_impro06_F025,neu,2.5,2,2.5
[BREATHING] Umm.,214.6701,217.6415,Ses01M_impro06_F026,neu,3,3,3
God I've told this story so many times. Umm.,233.02,235.13,Ses01M_impro06_F027,neu,3,2,2.5
You don't have to if you don't want to.,239.1062,242.6985,Ses01M_impro06_F028,neu,3,2,2.5
I just...I just basically lost someone that was really close to me.,12.4633,16.51,Ses01M_impro06_M000,sad,3,2.5,2
"And I've kind of been dealing with all of the...the stuff, you know the hospital and people work because...",19.1808,22.89,Ses01M_impro06_M001,sad,3,2,3
I'm sorry to hear that.,25.7888,30.0906,Ses01M_impro06_M002,sad,2.5,2,2
"He kind of didn't have anyone to take care of that for him, so--",31.76,35.36,Ses01M_impro06_M003,sad,2.5,2.5,2.5
You've been taking care of it all?,36.11,40,Ses01M_impro06_M004,sad,2,3,3.5
Yeah.,41.22,44.6825,Ses01M_impro06_M005,sad,2,2.5,3
Oh Jesus.,46.41,61.99,Ses01M_impro06_M006,sad,1.5,2.5,3.5
It's just really...really messed up.,63.63,67.63,Ses01M_impro06_M007,sad,2,2,2.5
He sick for awhile?,71.79,76.0581,Ses01M_impro06_M008,sad,2,2,3
No.,79.2956,82.6661,Ses01M_impro06_M009,sad,1.5,2.5,2.5
Just like it.,83.7526,87.234,Ses01M_impro06_M010,sad,1.5,3,3
Was it an accident?,89.295,95.89,Ses01M_impro06_M011,sad,2,2.5,3
"No, I mean it just came on really quick, you know I mean it was a [GARBAGE] it was a sickness but it just --",96.5029,97.96,Ses01M_impro06_M012,sad,3,2,2.5
how was sick?,100.6075,105.74,Ses01M_impro06_M013,sad,2.5,3,3
What?,105.84,109.16,Ses01M_impro06_M014,sad,2.5,3,3.5
"Well, I'm confused.  He was sick or it was an accident?",109.59,114.61,Ses01M_impro06_M015,sad,2.5,3,3
"He was sick. He got sick. He got sick but it happened really, really fast, you know.",115.9875,118.25,Ses01M_impro06_M016,sad,2.5,2.5,3
Oh. Really fast? Oh.,123.15,146.89,Ses01M_impro06_M017,sad,1.5,3,4.5
It was kind of like boom... done,150.05,153.93,Ses01M_impro06_M018,sad,2.5,2,3
Yeah.,154.55,157.4,Ses01M_impro06_M019,sad,2,2.5,3
It's just really weird because he was really young you know and it kind of like...,159.35,160.74,Ses01M_impro06_M020,sad,3,2.5,2
Yeah.,163.73,165.86,Ses01M_impro06_M021,sad,2,2,3.5
--it just kind of freaks you out.,181.8077,184.86,Ses01M_impro06_M022,sad,2.5,2,3
